"dateRep","countriesAndTerritories","continentExp","owid-covid-data.total_cases","owid-covid-data.total_deaths","owid-covid-data.cardiovasc_death_rate"
"4/5/2020","Nigeria","Africa","232","5","181.013"
"4/19/2020","Nigeria","Africa","627","21","181.013"
"4/20/2020","Nigeria","Africa","665","22","181.013"
"5/4/2020","Nigeria","Africa","2802","93","181.013"
"5/30/2020","Nigeria","Africa","9855","273","181.013"
"7/27/2020","Nigeria","Africa","41180","860","181.013"
"7/28/2020","Nigeria","Africa","41804","868","181.013"
"8/18/2020","Nigeria","Africa","49895","981","181.013"
"8/25/2020","Nigeria","Africa","52800","1007","181.013"
"8/31/2020","Nigeria","Africa","54008","1013","181.013"
"9/13/2020","Nigeria","Africa","56256","1082","181.013"
"9/18/2020","Nigeria","Africa","56956","1094","181.013"
"9/22/2020","Nigeria","Africa","57613","1100","181.013"
"9/24/2020","Nigeria","Africa","57849","1102","181.013"
"9/28/2020","Nigeria","Africa","58460","1111","181.013"
"10/11/2020","Nigeria","Africa","60266","1115","181.013"
"10/19/2020","Nigeria","Africa","61558","1125","181.013"
"10/23/2020","Nigeria","Africa","61882","1129","181.013"
"10/24/2020","Nigeria","Africa","61930","1129","181.013"
"10/27/2020","Nigeria","Africa","62224","1135","181.013"
"10/30/2020","Nigeria","Africa","62691","1144","181.013"
"11/2/2020","Nigeria","Africa","63036","1147","181.013"
"11/11/2020","Nigeria","Africa","64516","1162","181.013"
"11/12/2020","Nigeria","Africa","64728","1162","181.013"
"11/20/2020","Nigeria","Africa","65982","1165","181.013"
"11/28/2020","Nigeria","Africa","67330","1171","181.013"
"11/30/2020","Nigeria","Africa","67557","1173","181.013"
"12/4/2020","Nigeria","Africa","68627","1179","181.013"
"12/10/2020","Nigeria","Africa","71344","1190","181.013"
"4/27/2020","Senegal","Africa","736","9","241.219"
"5/11/2020","Senegal","Africa","1886","19","241.219"
"5/16/2020","Senegal","Africa","2429","25","241.219"
"5/24/2020","Senegal","Africa","3047","35","241.219"
"5/28/2020","Senegal","Africa","3348","39","241.219"
"5/29/2020","Senegal","Africa","3429","41","241.219"
"6/4/2020","Senegal","Africa","4021","45","241.219"
"6/7/2020","Senegal","Africa","4328","49","241.219"
"6/8/2020","Senegal","Africa","4427","49","241.219"
"6/11/2020","Senegal","Africa","4759","55","241.219"
"6/12/2020","Senegal","Africa","4851","56","241.219"
"6/22/2020","Senegal","Africa","5970","86","241.219"
"6/23/2020","Senegal","Africa","6034","89","241.219"
"7/10/2020","Senegal","Africa","7882","145","241.219"
"7/11/2020","Senegal","Africa","8014","145","241.219"
"7/14/2020","Senegal","Africa","8243","150","241.219"
"7/30/2020","Senegal","Africa","10106","204","241.219"
"8/4/2020","Senegal","Africa","10432","214","241.219"
"8/8/2020","Senegal","Africa","11003","229","241.219"
"8/12/2020","Senegal","Africa","11587","242","241.219"
"8/14/2020","Senegal","Africa","11872","249","241.219"
"8/16/2020","Senegal","Africa","12162","253","241.219"
"8/17/2020","Senegal","Africa","12237","256","241.219"
"8/20/2020","Senegal","Africa","12559","261","241.219"
"8/26/2020","Senegal","Africa","13186","275","241.219"
"8/28/2020","Senegal","Africa","13384","279","241.219"
"8/29/2020","Senegal","Africa","13456","282","241.219"
"8/31/2020","Senegal","Africa","13611","284","241.219"
"9/13/2020","Senegal","Africa","14280","297","241.219"
"9/14/2020","Senegal","Africa","14306","297","241.219"
"9/27/2020","Senegal","Africa","14909","308","241.219"
"9/28/2020","Senegal","Africa","14919","309","241.219"
"10/20/2020","Senegal","Africa","15459","320","241.219"
"12/4/2020","Senegal","Africa","16297","336","241.219"
"12/8/2020","Senegal","Africa","16596","340","241.219"
"12/11/2020","Senegal","Africa","16893","345","241.219"
"12/12/2020","Senegal","Africa","17061","349","241.219"
"10/14/2020","Congo","Africa","5156","92","344.094"
"8/12/2020","Congo","Africa","3745","60","344.094"
"8/4/2020","Congo","Africa","3546","58","344.094"
"7/31/2020","Congo","Africa","3200","54","344.094"
"6/28/2020","Congo","Africa","1087","37","344.094"
"6/16/2020","Congo","Africa","883","27","344.094"
"6/10/2020","Congo","Africa","728","24","344.094"
"6/7/2020","Congo","Africa","683","22","344.094"
"5/27/2020","Congo","Africa","571","19","344.094"
"4/26/2020","Congo","Africa","200","6","344.094"
"4/5/2020","Congo","Africa","45","5","344.094"
"4/1/2020","Congo","Africa","19","0","344.094"
"7/27/2020","Lesotho","Africa","505","12","405.126"
"8/5/2020","Lesotho","Africa","726","21","405.126"
"8/7/2020","Lesotho","Africa","742","23","405.126"
"9/12/2020","Lesotho","Africa","1245","33","405.126"
"9/25/2020","Lesotho","Africa","1558","35","405.126"
"10/2/2020","Lesotho","Africa","1680","39","405.126"
"10/9/2020","Lesotho","Africa","1800","42","405.126"
"8/20/2020","Namibia","Africa","4912","41","243.811"
"8/21/2020","Namibia","Africa","5227","42","243.811"
"8/27/2020","Namibia","Africa","6712","60","243.811"
"9/7/2020","Namibia","Africa","8810","91","243.811"
"9/8/2020","Namibia","Africa","8928","91","243.811"
"9/10/2020","Namibia","Africa","9256","96","243.811"
"9/12/2020","Namibia","Africa","9604","98","243.811"
"9/15/2020","Namibia","Africa","9901","106","243.811"
"9/17/2020","Namibia","Africa","10078","108","243.811"
"9/25/2020","Namibia","Africa","10835","119","243.811"
"9/30/2020","Namibia","Africa","11265","121","243.811"
"10/2/2020","Namibia","Africa","11480","123","243.811"
"10/6/2020","Namibia","Africa","11673","125","243.811"
"11/18/2020","Namibia","Africa","13610","140","243.811"
"11/21/2020","Namibia","Africa","13811","145","243.811"
"11/22/2020","Namibia","Africa","13865","145","243.811"
"11/27/2020","Namibia","Africa","14207","149","243.811"
"11/28/2020","Namibia","Africa","14285","150","243.811"
"12/10/2020","Namibia","Africa","15773","158","243.811"
"12/12/2020","Namibia","Africa","16269","160","243.811"
"8/19/2020","Rwanda","Africa","2644","10","191.375"
"8/25/2020","Rwanda","Africa","3537","15","191.375"
"9/19/2020","Rwanda","Africa","4689","26","191.375"
"9/26/2020","Rwanda","Africa","4811","29","191.375"
"11/10/2020","Rwanda","Africa","5262","40","191.375"
"11/11/2020","Rwanda","Africa","5312","41","191.375"
"12/10/2020","Rwanda","Africa","6349","53","191.375"
"12/13/2020","Rwanda","Africa","6659","56","191.375"
"5/5/2020","Algeria","Africa","4838","470","278.364"
"3/30/2020","Algeria","Africa","584","35","278.364"
"3/26/2020","Algeria","Africa","367","25","278.364"
"3/25/2020","Algeria","Africa","302","21","278.364"
"3/23/2020","Algeria","Africa","230","17","278.364"
"3/16/2020","Algeria","Africa","54","4","278.364"
"11/5/2020","Benin","Africa","2745","43","235.848"
"8/5/2020","Benin","Africa","1936","38","235.848"
"7/17/2020","Benin","Africa","1602","31","235.848"
"7/9/2020","Benin","Africa","1285","23","235.848"
"7/1/2020","Benin","Africa","1199","21","235.848"
"6/29/2020","Benin","Africa","1187","19","235.848"
"6/22/2020","Benin","Africa","807","13","235.848"
"6/19/2020","Benin","Africa","650","11","235.848"
"6/16/2020","Benin","Africa","532","9","235.848"
"6/24/2020","Comoros","Africa","265","7","261.516"
"6/19/2020","Comoros","Africa","210","5","261.516"
"3/18/2020","Egypt","Africa","196","6","525.432"
"3/19/2020","Egypt","Africa","256","6","525.432"
"3/23/2020","Egypt","Africa","366","19","525.432"
"3/26/2020","Egypt","Africa","495","24","525.432"
"7/4/2020","Eswatini","Africa","954","13","333.436"
"7/13/2020","Eswatini","Africa","1389","20","333.436"
"7/21/2020","Eswatini","Africa","1894","24","333.436"
"7/28/2020","Eswatini","Africa","2404","39","333.436"
"8/2/2020","Eswatini","Africa","2775","43","333.436"
"8/4/2020","Eswatini","Africa","2856","49","333.436"
"8/7/2020","Eswatini","Africa","3036","56","333.436"
"8/10/2020","Eswatini","Africa","3309","61","333.436"
"8/12/2020","Eswatini","Africa","3525","63","333.436"
"8/14/2020","Eswatini","Africa","3670","68","333.436"
"8/21/2020","Eswatini","Africa","4128","81","333.436"
"8/23/2020","Eswatini","Africa","4225","85","333.436"
"8/24/2020","Eswatini","Africa","4304","85","333.436"
"8/27/2020","Eswatini","Africa","4433","89","333.436"
"8/29/2020","Eswatini","Africa","4510","91","333.436"
"9/9/2020","Eswatini","Africa","4936","97","333.436"
"9/18/2020","Eswatini","Africa","5215","103","333.436"
"9/23/2020","Eswatini","Africa","5343","108","333.436"
"9/24/2020","Eswatini","Africa","5375","108","333.436"
"10/2/2020","Eswatini","Africa","5521","111","333.436"
"4/6/2020","Ethiopia","Africa","44","2","182.634"
"6/3/2020","Ethiopia","Africa","1486","17","182.634"
"6/15/2020","Ethiopia","Africa","3521","60","182.634"
"6/18/2020","Ethiopia","Africa","3954","65","182.634"
"6/19/2020","Ethiopia","Africa","4070","72","182.634"
"6/22/2020","Ethiopia","Africa","4663","75","182.634"
"7/17/2020","Ethiopia","Africa","8803","150","182.634"
"7/18/2020","Ethiopia","Africa","9147","163","182.634"
"12/7/2020","Ethiopia","Africa","113735","1755","182.634"
"7/28/2020","Gambia","Africa","326","8","331.43"
"8/6/2020","Gambia","Africa","935","16","331.43"
"9/4/2020","Gambia","Africa","3120","99","331.43"
"9/13/2020","Gambia","Africa","3405","103","331.43"
"9/16/2020","Gambia","Africa","3440","107","331.43"
"9/17/2020","Gambia","Africa","3473","107","331.43"
"9/22/2020","Gambia","Africa","3540","110","331.43"
"10/3/2020","Gambia","Africa","3590","115","331.43"
"10/7/2020","Gambia","Africa","3613","117","331.43"
"3/29/2020","Ghana","Africa","152","5","298.245"
"4/12/2020","Ghana","Africa","566","8","298.245"
"5/14/2020","Ghana","Africa","5530","24","298.245"
"5/20/2020","Ghana","Africa","6269","31","298.245"
"5/27/2020","Ghana","Africa","7303","34","298.245"
"6/3/2020","Ghana","Africa","8548","38","298.245"
"6/7/2020","Ghana","Africa","9638","44","298.245"
"8/25/2020","Ghana","Africa","43717","270","298.245"
"9/12/2020","Ghana","Africa","45434","286","298.245"
"9/20/2020","Ghana","Africa","46004","297","298.245"
"9/24/2020","Ghana","Africa","46222","299","298.245"
"9/29/2020","Ghana","Africa","46482","301","298.245"
"10/4/2020","Ghana","Africa","46829","303","298.245"
"10/13/2020","Ghana","Africa","47126","310","298.245"
"10/14/2020","Ghana","Africa","47126","310","298.245"
"10/21/2020","Ghana","Africa","47461","312","298.245"
"10/24/2020","Ghana","Africa","47690","316","298.245"
"10/25/2020","Ghana","Africa","47690","316","298.245"
"11/16/2020","Ghana","Africa","50376","323","298.245"
"12/5/2020","Ghana","Africa","52096","325","298.245"
"4/3/2020","Kenya","Africa","122","4","218.637"
"4/8/2020","Kenya","Africa","179","6","218.637"
"4/20/2020","Kenya","Africa","281","14","218.637"
"5/1/2020","Kenya","Africa","411","21","218.637"
"5/4/2020","Kenya","Africa","490","24","218.637"
"5/7/2020","Kenya","Africa","607","29","218.637"
"5/11/2020","Kenya","Africa","700","33","218.637"
"5/15/2020","Kenya","Africa","781","45","218.637"
"6/3/2020","Kenya","Africa","2216","74","218.637"
"6/18/2020","Kenya","Africa","4257","117","218.637"
"6/20/2020","Kenya","Africa","4478","121","218.637"
"6/21/2020","Kenya","Africa","4738","123","218.637"
"6/22/2020","Kenya","Africa","4797","125","218.637"
"6/23/2020","Kenya","Africa","4952","128","218.637"
"6/25/2020","Kenya","Africa","5384","132","218.637"
"6/26/2020","Kenya","Africa","5533","137","218.637"
"6/29/2020","Kenya","Africa","6190","144","218.637"
"7/4/2020","Kenya","Africa","7577","159","218.637"
"7/9/2020","Kenya","Africa","8975","173","218.637"
"7/27/2020","Kenya","Africa","17975","285","218.637"
"8/10/2020","Kenya","Africa","26928","423","218.637"
"8/17/2020","Kenya","Africa","30365","482","218.637"
"8/31/2020","Kenya","Africa","34201","577","218.637"
"9/8/2020","Kenya","Africa","35356","599","218.637"
"9/16/2020","Kenya","Africa","36301","634","218.637"
"9/21/2020","Kenya","Africa","37079","650","218.637"
"9/22/2020","Kenya","Africa","37218","659","218.637"
"9/28/2020","Kenya","Africa","38168","700","218.637"
"4/6/2020","Liberia","Africa","13","3","272.509"
"5/2/2020","Liberia","Africa","152","18","272.509"
"5/6/2020","Liberia","Africa","170","20","272.509"
"5/24/2020","Liberia","Africa","255","26","272.509"
"6/6/2020","Liberia","Africa","334","30","272.509"
"6/30/2020","Liberia","Africa","770","36","272.509"
"7/7/2020","Liberia","Africa","891","39","272.509"
"7/8/2020","Liberia","Africa","917","41","272.509"
"7/17/2020","Liberia","Africa","1070","68","272.509"
"8/1/2020","Liberia","Africa","1186","75","272.509"
"8/3/2020","Liberia","Africa","1207","77","272.509"
"8/12/2020","Liberia","Africa","1240","79","272.509"
"6/19/2020","Malawi","Africa","620","8","227.349"
"7/1/2020","Malawi","Africa","1265","16","227.349"
"7/6/2020","Malawi","Africa","1742","19","227.349"
"7/11/2020","Malawi","Africa","2261","33","227.349"
"7/12/2020","Malawi","Africa","2364","38","227.349"
"7/21/2020","Malawi","Africa","3045","64","227.349"
"7/31/2020","Malawi","Africa","4078","114","227.349"
"8/19/2020","Malawi","Africa","5240","164","227.349"
"4/3/2020","Mali","Africa","39","3","268.024"
"4/6/2020","Mali","Africa","47","5","268.024"
"4/9/2020","Mali","Africa","74","7","268.024"
"4/12/2020","Mali","Africa","105","9","268.024"
"4/27/2020","Mali","Africa","408","23","268.024"
"5/5/2020","Mali","Africa","612","32","268.024"
"5/10/2020","Mali","Africa","704","38","268.024"
"5/15/2020","Mali","Africa","806","46","268.024"
"5/17/2020","Mali","Africa","860","52","268.024"
"5/21/2020","Mali","Africa","947","60","268.024"
"5/23/2020","Mali","Africa","1015","63","268.024"
"5/25/2020","Mali","Africa","1059","67","268.024"
"5/26/2020","Mali","Africa","1077","70","268.024"
"5/29/2020","Mali","Africa","1226","73","268.024"
"6/6/2020","Mali","Africa","1523","90","268.024"
"6/8/2020","Mali","Africa","1547","92","268.024"
"6/10/2020","Mali","Africa","1667","96","268.024"
"6/11/2020","Mali","Africa","1722","97","268.024"
"6/17/2020","Mali","Africa","1890","107","268.024"
"6/22/2020","Mali","Africa","1961","111","268.024"
"11/18/2020","Mali","Africa","4033","141","268.024"
"11/24/2020","Mali","Africa","4417","148","268.024"
"11/26/2020","Mali","Africa","4505","148","268.024"
"8/3/2020","Mozambique","Africa","1973","14","329.942"
"8/13/2020","Mozambique","Africa","2638","19","329.942"
"9/3/2020","Mozambique","Africa","4207","26","329.942"
"9/16/2020","Mozambique","Africa","5994","39","329.942"
"9/17/2020","Mozambique","Africa","6161","39","329.942"
"9/21/2020","Mozambique","Africa","6912","44","329.942"
"9/25/2020","Mozambique","Africa","7589","53","329.942"
"9/26/2020","Mozambique","Africa","7757","54","329.942"
"10/1/2020","Mozambique","Africa","8888","62","329.942"
"10/3/2020","Mozambique","Africa","9049","64","329.942"
"10/5/2020","Mozambique","Africa","9296","66","329.942"
"10/23/2020","Mozambique","Africa","11748","82","329.942"
"10/27/2020","Mozambique","Africa","12273","89","329.942"
"10/29/2020","Mozambique","Africa","12525","91","329.942"
"11/6/2020","Mozambique","Africa","13485","99","329.942"
"11/7/2020","Mozambique","Africa","13577","99","329.942"
"11/18/2020","Mozambique","Africa","14629","119","329.942"
"11/20/2020","Mozambique","Africa","14877","121","329.942"
"11/22/2020","Mozambique","Africa","15037","124","329.942"
"11/24/2020","Mozambique","Africa","15231","127","329.942"
"12/10/2020","Mozambique","Africa","16521","139","329.942"
"12/14/2020","Mozambique","Africa","17002","143","329.942"
"3/31/2020","Niger","Africa","27","3","238.339"
"4/2/2020","Niger","Africa","98","5","238.339"
"4/23/2020","Niger","Africa","671","24","238.339"
"4/24/2020","Niger","Africa","681","24","238.339"
"4/27/2020","Niger","Africa","701","29","238.339"
"4/29/2020","Niger","Africa","713","32","238.339"
"5/3/2020","Niger","Africa","750","36","238.339"
"5/9/2020","Niger","Africa","815","45","238.339"
"5/14/2020","Niger","Africa","876","50","238.339"
"5/22/2020","Niger","Africa","937","60","238.339"
"12/1/2020","Niger","Africa","1586","75","238.339"
"4/17/2020","Togo","Africa","83","5","280.033"
"5/1/2020","Togo","Africa","123","9","280.033"
"8/6/2020","Togo","Africa","1012","22","280.033"
"8/11/2020","Togo","Africa","1070","26","280.033"
"9/3/2020","Togo","Africa","1443","31","280.033"
"9/10/2020","Togo","Africa","1537","37","280.033"
"9/27/2020","Togo","Africa","1743","46","280.033"
"11/1/2020","Togo","Africa","2357","57","280.033"
"11/12/2020","Togo","Africa","2605","60","280.033"
"3/23/2020","Tunisia","Africa","89","3","318.991"
"3/26/2020","Tunisia","Africa","197","6","318.991"
"3/30/2020","Tunisia","Africa","312","8","318.991"
"4/10/2020","Tunisia","Africa","671","25","318.991"
"4/17/2020","Tunisia","Africa","864","37","318.991"
"8/18/2020","Tunisia","Africa","2314","57","318.991"
"8/28/2020","Tunisia","Africa","3461","74","318.991"
"8/30/2020","Tunisia","Africa","3685","76","318.991"
"8/11/2020","Uganda","Africa","1313","9","213.333"
"8/14/2020","Uganda","Africa","1385","12","213.333"
"8/18/2020","Uganda","Africa","1603","15","213.333"
"8/28/2020","Uganda","Africa","2756","28","213.333"
"9/1/2020","Uganda","Africa","3037","32","213.333"
"9/5/2020","Uganda","Africa","3539","39","213.333"
"9/7/2020","Uganda","Africa","3776","44","213.333"
"9/9/2020","Uganda","Africa","4101","46","213.333"
"9/11/2020","Uganda","Africa","4377","49","213.333"
"9/17/2020","Uganda","Africa","5380","60","213.333"
"9/20/2020","Uganda","Africa","6287","63","213.333"
"9/28/2020","Uganda","Africa","7777","75","213.333"
"9/29/2020","Uganda","Africa","8017","75","213.333"
"10/5/2020","Uganda","Africa","8965","82","213.333"
"10/7/2020","Uganda","Africa","9260","85","213.333"
"10/26/2020","Uganda","Africa","11557","101","213.333"
"10/28/2020","Uganda","Africa","11767","106","213.333"
"10/30/2020","Uganda","Africa","12410","110","213.333"
"10/31/2020","Uganda","Africa","12495","111","213.333"
"11/3/2020","Uganda","Africa","13099","115","213.333"
"11/5/2020","Uganda","Africa","13568","117","213.333"
"7/1/2020","Zambia","Africa","1632","30","234.499"
"7/25/2020","Zambia","Africa","4328","139","234.499"
"7/29/2020","Zambia","Africa","5249","146","234.499"
"8/1/2020","Zambia","Africa","6228","165","234.499"
"8/26/2020","Zambia","Africa","11376","282","234.499"
"9/2/2020","Zambia","Africa","12415","292","234.499"
"9/3/2020","Zambia","Africa","12523","292","234.499"
"9/17/2020","Zambia","Africa","13928","326","234.499"
"10/25/2020","Zambia","Africa","16117","348","234.499"
"6/21/2020","Zimbabwe","Africa","489","6","307.846"
"7/24/2020","Zimbabwe","Africa","2296","32","307.846"
"7/26/2020","Zimbabwe","Africa","2512","34","307.846"
"7/28/2020","Zimbabwe","Africa","2817","40","307.846"
"8/2/2020","Zimbabwe","Africa","3921","70","307.846"
"8/10/2020","Zimbabwe","Africa","4748","104","307.846"
"8/16/2020","Zimbabwe","Africa","5261","132","307.846"
"8/17/2020","Zimbabwe","Africa","5308","135","307.846"
"8/24/2020","Zimbabwe","Africa","6070","155","307.846"
"9/12/2020","Zimbabwe","Africa","7508","224","307.846"
"11/3/2020","Zimbabwe","Africa","8410","246","307.846"
"11/5/2020","Zimbabwe","Africa","8444","248","307.846"
"11/7/2020","Zimbabwe","Africa","8498","251","307.846"
"11/9/2020","Zimbabwe","Africa","8561","254","307.846"
"11/14/2020","Zimbabwe","Africa","8786","257","307.846"
"4/3/2020","Colombia","America","1267","25","124.24"
"4/1/2020","Colombia","America","1065","17","124.24"
"3/27/2020","Colombia","America","539","6","124.24"
"10/20/2020","Cuba","America","6305","127","190.968"
"9/28/2020","Cuba","America","5483","122","190.968"
"9/27/2020","Cuba","America","5457","122","190.968"
"9/21/2020","Cuba","America","5141","116","190.968"
"9/20/2020","Cuba","America","5091","115","190.968"
"9/19/2020","Cuba","America","5055","113","190.968"
"9/13/2020","Cuba","America","4684","108","190.968"
"9/11/2020","Cuba","America","4593","106","190.968"
"9/9/2020","Cuba","America","4459","104","190.968"
"9/4/2020","Cuba","America","4266","100","190.968"
"8/30/2020","Cuba","America","3973","94","190.968"
"8/24/2020","Cuba","America","3717","91","190.968"
"5/5/2020","Cuba","America","1685","69","190.968"
"5/3/2020","Cuba","America","1649","67","190.968"
"4/29/2020","Cuba","America","1467","58","190.968"
"4/28/2020","Cuba","America","1437","58","190.968"
"4/26/2020","Cuba","America","1369","54","190.968"
"4/23/2020","Cuba","America","1235","43","190.968"
"4/22/2020","Cuba","America","1189","40","190.968"
"4/21/2020","Cuba","America","1137","38","190.968"
"4/20/2020","Cuba","America","1087","36","190.968"
"4/13/2020","Cuba","America","726","21","190.968"
"4/8/2020","Cuba","America","457","12","190.968"
"4/6/2020","Cuba","America","350","9","190.968"
"4/1/2020","Cuba","America","212","6","190.968"
"3/26/2020","Ecuador","America","1403","34","140.448"
"12/8/2020","Ecuador","America","198752","13794","140.448"
"5/1/2020","Haiti","America","76","7","430.548"
"5/13/2020","Haiti","America","209","16","430.548"
"5/15/2020","Haiti","America","234","18","430.548"
"5/27/2020","Haiti","America","1063","31","430.548"
"6/4/2020","Haiti","America","2507","48","430.548"
"6/10/2020","Haiti","America","3538","54","430.548"
"6/11/2020","Haiti","America","3662","56","430.548"
"6/18/2020","Haiti","America","4547","80","430.548"
"6/19/2020","Haiti","America","4688","82","430.548"
"6/27/2020","Haiti","America","5543","96","430.548"
"6/28/2020","Haiti","America","5722","98","430.548"
"7/2/2020","Haiti","America","5975","105","430.548"
"7/14/2020","Haiti","America","6727","139","430.548"
"7/15/2020","Haiti","America","6727","141","430.548"
"7/16/2020","Haiti","America","6831","143","430.548"
"7/25/2020","Haiti","America","7197","154","430.548"
"7/31/2020","Haiti","America","7378","159","430.548"
"9/5/2020","Haiti","America","8326","212","430.548"
"9/7/2020","Haiti","America","8360","214","430.548"
"9/23/2020","Haiti","America","8624","221","430.548"
"9/24/2020","Haiti","America","8646","225","430.548"
"9/26/2020","Haiti","America","8684","227","430.548"
"9/30/2020","Haiti","America","8740","227","430.548"
"4/2/2020","Jamaica","America","47","3","206.537"
"8/3/2020","Jamaica","America","905","12","206.537"
"9/4/2020","Jamaica","America","2964","30","206.537"
"9/6/2020","Jamaica","America","3103","33","206.537"
"9/9/2020","Jamaica","America","3437","38","206.537"
"9/10/2020","Jamaica","America","3511","40","206.537"
"9/11/2020","Jamaica","America","3511","40","206.537"
"9/14/2020","Jamaica","America","3933","44","206.537"
"9/15/2020","Jamaica","America","4042","46","206.537"
"9/16/2020","Jamaica","America","4164","46","206.537"
"10/9/2020","Jamaica","America","7363","132","206.537"
"10/17/2020","Jamaica","America","8195","168","206.537"
"10/20/2020","Jamaica","America","8374","174","206.537"
"10/26/2020","Jamaica","America","8749","192","206.537"
"10/29/2020","Jamaica","America","8927","202","206.537"
"11/6/2020","Jamaica","America","9426","218","206.537"
"11/14/2020","Jamaica","America","9780","229","206.537"
"11/15/2020","Jamaica","America","9884","231","206.537"
"11/16/2020","Jamaica","America","9929","231","206.537"
"11/19/2020","Jamaica","America","10088","235","206.537"
"11/20/2020","Jamaica","America","10151","235","206.537"
"11/22/2020","Jamaica","America","10284","238","206.537"
"11/28/2020","Jamaica","America","10669","251","206.537"
"12/14/2020","Jamaica","America","11792","273","206.537"
"3/21/2020","Mexico","America","251","2","152.783"
"3/24/2020","Mexico","America","405","5","152.783"
"3/25/2020","Paraguay","America","41","3","199.128"
"4/6/2020","Paraguay","America","115","5","199.128"
"6/28/2020","Paraguay","America","2127","15","199.128"
"7/2/2020","Paraguay","America","2303","19","199.128"
"7/17/2020","Paraguay","America","3457","28","199.128"
"7/20/2020","Paraguay","America","3748","33","199.128"
"7/21/2020","Paraguay","America","3817","35","199.128"
"7/22/2020","Paraguay","America","4000","36","199.128"
"7/25/2020","Paraguay","America","4328","40","199.128"
"7/26/2020","Paraguay","America","4444","41","199.128"
"7/28/2020","Paraguay","America","4674","45","199.128"
"7/29/2020","Paraguay","America","4866","46","199.128"
"8/1/2020","Paraguay","America","5485","52","199.128"
"8/6/2020","Paraguay","America","6375","66","199.128"
"6/16/2020","Suriname","America","236","6","258.314"
"6/30/2020","Suriname","America","515","13","258.314"
"7/24/2020","Suriname","America","1305","23","258.314"
"7/30/2020","Suriname","America","1607","26","258.314"
"8/7/2020","Suriname","America","2203","29","258.314"
"8/25/2020","Suriname","America","3698","61","258.314"
"9/5/2020","Suriname","America","4320","76","258.314"
"9/6/2020","Suriname","America","4346","85","258.314"
"9/15/2020","Suriname","America","4625","95","258.314"
"9/30/2020","Suriname","America","4877","104","258.314"
"9/7/2020","Bangladesh","Asia","327359","4516","298.003"
"5/4/2020","Bangladesh","Asia","10143","182","298.003"
"5/2/2020","Bangladesh","Asia","8790","175","298.003"
"4/5/2020","Bangladesh","Asia","88","9","298.003"
"3/22/2020","Bangladesh","Asia","27","2","298.003"
"3/24/2020","India","Asia","536","10","282.28"
"3/28/2020","India","Asia","987","24","282.28"
"9/10/2020","Maldives","Asia","8900","31","164.905"
"4/9/2020","Myanmar","Asia","23","3","202.104"
"9/10/2020","Myanmar","Asia","2150","14","202.104"
"6/1/2020","Nepal","Asia","1811","8","260.797"
"6/8/2020","Nepal","Asia","3762","14","260.797"
"6/14/2020","Nepal","Asia","5760","19","260.797"
"6/19/2020","Nepal","Asia","8274","22","260.797"
"7/5/2020","Nepal","Asia","15784","34","260.797"
"7/23/2020","Nepal","Asia","18241","43","260.797"
"8/6/2020","Nepal","Asia","21750","65","260.797"
"8/10/2020","Nepal","Asia","23310","79","260.797"
"8/17/2020","Nepal","Asia","27241","107","260.797"
"9/23/2020","Nepal","Asia","67804","436","260.797"
"4/18/2020","Oman","Asia","1180","6","266.342"
"5/10/2020","Oman","Asia","3399","17","266.342"
"5/15/2020","Oman","Asia","4625","20","266.342"
"5/17/2020","Oman","Asia","5186","22","266.342"
"5/29/2020","Oman","Asia","9820","40","266.342"
"5/31/2020","Oman","Asia","11437","49","266.342"
"6/10/2020","Oman","Asia","18887","84","266.342"
"6/18/2020","Oman","Asia","26818","119","266.342"
"6/25/2020","Oman","Asia","34902","144","266.342"
"6/26/2020","Oman","Asia","36034","153","266.342"
"7/14/2020","Oman","Asia","59568","273","266.342"
"12/9/2020","Oman","Asia","125490","1461","266.342"
"12/11/2020","Oman","Asia","125669","1463","266.342"
"3/20/2020","Pakistan","Asia","730","3","423.031"
"3/23/2020","Pakistan","Asia","972","7","423.031"
"3/29/2020","Pakistan","Asia","1717","21","423.031"
"3/30/2020","Pakistan","Asia","1938","26","423.031"
"9/6/2020","Pakistan","Asia","298903","6345","423.031"
"3/18/2020","Philippines","Asia","202","19","370.437"
"3/25/2020","Philippines","Asia","636","38","370.437"
"7/22/2020","Philippines","Asia","72269","1843","370.437"
"7/29/2020","Philippines","Asia","85486","1962","370.437"
"4/2/2020","Thailand","Asia","1875","15","109.861"
"4/9/2020","Thailand","Asia","2423","32","109.861"
"4/11/2020","Thailand","Asia","2518","35","109.861"
"4/13/2020","Thailand","Asia","2579","40","109.861"
"4/15/2020","Thailand","Asia","2643","43","109.861"
"4/23/2020","Thailand","Asia","2839","50","109.861"
"8/2/2020","Vietnam","Asia","621","6","245.465"
"8/4/2020","Vietnam","Asia","672","8","245.465"
"8/17/2020","Vietnam","Asia","983","25","245.465"
"9/1/2020","Vietnam","Asia","1044","34","245.465"
"5/1/2020","Yemen","Asia","7","2","495.003"
"5/7/2020","Yemen","Asia","25","5","495.003"
"5/13/2020","Yemen","Asia","70","12","495.003"
"5/16/2020","Yemen","Asia","122","18","495.003"
"6/11/2020","Yemen","Asia","591","136","495.003"
"6/22/2020","Yemen","Asia","967","257","495.003"
"6/30/2020","Yemen","Asia","1158","312","495.003"
"7/5/2020","Yemen","Asia","1265","338","495.003"
